year,1-gram,count-sum,count-mean
2024,new,567,1.8115015974440896
2023,response,567,1.3186046511627907
2023,red,565,1.805111821086262
2024,prime,564,1.6936936936936937
2021,other,564,2.1044776119402986
2022,one,564,2.050909090909091
2024,between,564,1.5326086956521738
2021,about,564,2.3598326359832638
2024,added,563,1.5638888888888889
2024,food,563,2.216535433070866
2024,law,562,2.145038167938931
2024,because,561,1.736842105263158
2022,investigation,561,5.146788990825688
2024,hospital,561,4.007142857142857
2022,during,560,2.0588235294117645
2023,public,560,1.551246537396122
2023,calling,558,1.4020100502512562
2023,same,558,1.3413461538461537
2022,into,557,2.2191235059760954
2024,first,557,1.4392764857881137
2021,during,556,2.122137404580153
2023,200,556,1.2328159645232817
2021,them,554,2.3776824034334765
2021,strip,554,2.3675213675213675
2023,power,553,1.5403899721448469
2024,nations,552,1.2867132867132867
2022,more,550,2.0446096654275094
2024,icj,550,3.793103448275862
2023,don,550,1.5625
2023,rafah,550,2.1653543307086616
2022,east,549,2.2875
2023,khan,549,2.3663793103448274
2023,sunday,548,1.696594427244582
2023,social,546,1.6646341463414633
2022,all,545,2.1887550200803214
2023,towards,545,1.332518337408313
2022,no,544,2.0763358778625953
2023,already,543,1.364321608040201
2023,earlier,543,1.2454128440366972
2024,sea,542,3.1149425287356323
2023,crimes,540,1.7821782178217822
2022,two,540,2.0610687022900764
2024,bank,539,2.603864734299517
2021,she,539,3.9057971014492754
2024,occupied,539,2.0572519083969465
2023,north,537,1.432
2022,our,537,2.8263157894736843
2023,staff,536,2.977777777777778
2023,seen,536,1.276190476190476
2024,red,534,2.983240223463687
2024,take,534,1.495798319327731
2024,agency,533,1.99625468164794
2021,out,533,2.1067193675889326
2021,support,531,2.6683417085427137
2024,country,531,1.740983606557377
2023,move,530,1.3624678663239074
2023,resistance,530,1.760797342192691
2024,media,530,1.8928571428571428
2022,family,529,3.526666666666667
2021,our,528,2.6802030456852792
2021,when,528,2.3783783783783785
2021,media,527,2.8181818181818183
2021,than,525,1.9961977186311788
2024,months,523,1.4447513812154695
2024,political,522,1.8
2023,further,521,1.2832512315270936
2024,lebanon,521,3.6690140845070425
2023,aqsa,520,2.751322751322751
2023,benjamin,519,1.0570264765784114
2023,strikes,519,1.5920245398773005
2023,due,519,1.3693931398416888
2023,population,519,1.4416666666666667
2022,when,518,2.0234375
2021,over,517,2.0116731517509727
2022,may,517,2.485576923076923
2023,few,517,1.3121827411167513
2023,university,516,1.8695652173913044
2024,before,516,1.56838905775076
2023,lives,516,1.34375
2023,later,516,1.2964824120603016
2021,between,515,2.2294372294372296
2023,journalists,514,2.7195767195767195
2023,despite,513,1.2451456310679612
2023,shifa,512,3.324675324675325
2023,dead,511,1.4435028248587571
2022,army,511,2.8870056497175143
2023,use,511,1.4941520467836258
2023,cannot,510,1.408839779005525
2023,patients,509,2.766304347826087
2023,work,509,1.5807453416149069
2022,what,507,2.103734439834025
2024,countries,507,1.898876404494382
2024,east,506,1.5665634674922602
2022,including,505,1.759581881533101
2024,three,504,1.5319148936170213
2022,shot,503,2.49009900990099
2021,would,500,2.242152466367713
2023,based,499,1.2762148337595909
2023,spokesperson,499,1.4135977337110481
2023,hit,497,1.3767313019390581
2023,sea,497,2.2590909090909093
2021,security,496,2.361904761904762
2022,since,496,1.7777777777777777
2022,journalist,496,3.1392405063291138
2023,leave,495,1.6445182724252492
2024,houthis,495,5.625
2021,no,494,2.1385281385281387
2023,supplies,493,1.627062706270627
2021,ceasefire,492,3.699248120300752
2022,while,491,1.8185185185185184
2022,city,489,2.0720338983050848
2024,still,489,1.5523809523809524
2024,hezbollah,489,4.570093457943925
2022,would,488,2.168888888888889
2024,officials,488,1.5947712418300655
2024,displaced,488,1.7183098591549295
2023,director,487,1.2849604221635884
2024,army,486,2.0334728033472804
2024,week,486,1.4772036474164134
2023,crossing,486,2.229357798165138
2024,conflict,485,1.5798045602605864
2024,air,485,1.7137809187279152
2024,just,485,1.5849673202614378
2023,head,484,1.2346938775510203
2021,police,483,3.959016393442623
2024,case,483,2.4393939393939394
2021,while,483,2.0209205020920504
2024,family,482,2.5502645502645502
2023,safe,482,1.50625
2024,house,480,2.1145374449339207
2021,what,479,2.325242718446602
2023,areas,479,1.3569405099150142
2023,targeted,478,1.4100294985250736
2021,attacks,475,2.272727272727273
2023,deal,474,1.9426229508196722
2022,jenin,474,2.925925925925926
2023,second,473,1.2888283378746594
2023,official,473,1.3870967741935485
2023,november,471,1.3731778425655976
2023,defence,471,1.3976261127596439
2023,secretary,470,1.4417177914110428
2023,prisoners,468,2.585635359116022
2024,strikes,468,2.5026737967914436
2021,into,468,1.9663865546218486
2023,five,467,1.315492957746479
2022,last,467,1.7756653992395437
2023,recent,467,1.20671834625323
2023,dozens,467,1.282967032967033
2021,violence,466,2.262135922330097
2024,human,466,1.7992277992277992
2021,her,465,4.696969696969697
2023,school,464,2.199052132701422
2024,through,464,1.6453900709219857
2023,continued,464,1.278236914600551
2024,month,461,1.4775641025641026
2023,until,460,1.295774647887324
2023,policy,460,1.5699658703071673
2024,continue,459,1.4210526315789473
2024,killing,459,1.495114006514658
2023,20,459,1.260989010989011
2023,twitter,458,1.2974504249291785
2022,government,458,2.397905759162304
2023,force,458,1.5115511551155116
2021,biden,457,5.021978021978022
2024,yemen,456,3.9310344827586206
2021,city,456,2.4782608695652173
2023,calls,456,1.3571428571428572
2023,administration,455,2.03125
2024,part,455,1.4086687306501549
2021,since,454,1.823293172690763
2022,old,454,2.131455399061033
2024,million,453,1.4803921568627452
2023,party,453,1.9194915254237288
2024,say,452,1.4966887417218544
2024,long,452,1.481967213114754
2023,settlements,452,1.9399141630901287
2023,man,451,1.645985401459854
2023,settler,450,2.2058823529411766
2023,genocide,450,2.2167487684729066
2021,least,448,1.9063829787234043
2024,several,448,1.4498381877022655
2024,such,447,1.5308219178082192
2021,years,447,1.8860759493670887
2023,white,446,1.5928571428571427
2023,taking,446,1.2185792349726776
2021,minister,444,2.374331550802139
2024,here,443,1.318452380952381
2023,led,443,1.3106508875739644
2024,should,441,1.6578947368421053
2023,clear,441,1.2782608695652173
2023,today,441,1.391167192429022
2021,t,441,2.5491329479768785
2023,again,440,1.353846153846154
2023,operation,439,1.602189781021898
2021,according,438,1.990909090909091
2024,captives,438,2.607142857142857
2023,large,438,1.2443181818181819
2023,illegal,438,1.6162361623616237
2024,him,437,2.252577319587629
2024,washington,437,1.9596412556053813
2023,within,436,1.3582554517133956
2023,think,436,1.5571428571428572
2023,forced,436,1.345679012345679
2023,warned,436,1.2564841498559078
